reading_id,timestamp_utc,home_id,panel_rated_amps,voltage,safety_threshold_a,appliance_id,appliance_name,location,priority_category,rated_kw,state,power_kw,current_a,panel_total_current_a,panel_headroom_a,alert_level
r-06746,2026-07-11T00:15:40Z,home-085,200,240,160,ev_charger,EV charger (Level 2),outdoor,flexible,7.2,OFF,0,0,11.85,148.15,NORMAL
r-06747,2026-07-11T00:15:40Z,home-085,200,240,160,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,11.85,148.15,NORMAL
r-06748,2026-07-11T00:15:40Z,home-085,200,240,160,well_pump,Well water pump,outdoor,critical,1,ON,0.637,2.65,11.85,148.15,NORMAL
r-06749,2026-07-11T06:30:53Z,home-085,200,240,160,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.132,0.55,39.46,120.54,NORMAL
r-06750,2026-07-11T06:30:53Z,home-085,200,240,160,lighting,Lighting circuits,indoor,critical,0.5,ON,0.451,1.88,39.46,120.54,NORMAL
r-06751,2026-07-11T06:30:53Z,home-085,200,240,160,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.542,2.26,39.46,120.54,NORMAL
r-06752,2026-07-11T06:30:53Z,home-085,200,240,160,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,39.46,120.54,NORMAL
r-06753,2026-07-11T06:30:53Z,home-085,200,240,160,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,39.46,120.54,NORMAL
r-06754,2026-07-11T06:30:53Z,home-085,200,240,160,sump_pump,Sump pump,indoor,critical,0.75,ON,0.505,2.1,39.46,120.54,NORMAL
r-06755,2026-07-11T06:30:53Z,home-085,200,240,160,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,39.46,120.54,NORMAL
r-06756,2026-07-11T06:30:53Z,home-085,200,240,160,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,39.46,120.54,NORMAL
r-06757,2026-07-11T06:30:53Z,home-085,200,240,160,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,39.46,120.54,NORMAL
r-06758,2026-07-11T06:30:53Z,home-085,200,240,160,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.088,8.7,39.46,120.54,NORMAL
r-06759,2026-07-11T06:30:53Z,home-085,200,240,160,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.286,1.19,39.46,120.54,NORMAL
r-06760,2026-07-11T06:30:53Z,home-085,200,240,160,ev_charger,EV charger (Level 2),outdoor,flexible,7.2,ON,4.875,20.31,39.46,120.54,NORMAL
r-06761,2026-07-11T06:30:53Z,home-085,200,240,160,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,39.46,120.54,NORMAL
r-06762,2026-07-11T06:30:53Z,home-085,200,240,160,well_pump,Well water pump,outdoor,critical,1,ON,0.592,2.47,39.46,120.54,NORMAL
r-06763,2026-07-11T08:45:31Z,home-085,200,240,160,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.186,0.78,19.59,140.41,NORMAL
r-06764,2026-07-11T08:45:31Z,home-085,200,240,160,lighting,Lighting circuits,indoor,critical,0.5,ON,0.48,2,19.59,140.41,NORMAL
r-06765,2026-07-11T08:45:31Z,home-085,200,240,160,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.386,1.61,19.59,140.41,NORMAL
r-06766,2026-07-11T08:45:31Z,home-085,200,240,160,space_heater,Plug-in space heater,indoor,comfort,1.5,ON,1.362,5.67,19.59,140.41,NORMAL
r-06767,2026-07-11T08:45:31Z,home-085,200,240,160,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,19.59,140.41,NORMAL
r-06768,2026-07-11T08:45:31Z,home-085,200,240,160,sump_pump,Sump pump,indoor,critical,0.75,ON,0.577,2.4,19.59,140.41,NORMAL
r-06769,2026-07-11T08:45:31Z,home-085,200,240,160,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,19.59,140.41,NORMAL
r-06770,2026-07-11T08:45:31Z,home-085,200,240,160,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,19.59,140.41,NORMAL
r-06771,2026-07-11T08:45:31Z,home-085,200,240,160,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,19.59,140.41,NORMAL
r-06772,2026-07-11T08:45:31Z,home-085,200,240,160,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,OFF,0,0,19.59,140.41,NORMAL
r-06773,2026-07-11T08:45:31Z,home-085,200,240,160,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,19.59,140.41,NORMAL
r-06774,2026-07-11T08:45:31Z,home-085,200,240,160,ev_charger,EV charger (Level 2),outdoor,flexible,7.2,OFF,0,0,19.59,140.41,NORMAL
r-06775,2026-07-11T08:45:31Z,home-085,200,240,160,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.753,3.14,19.59,140.41,NORMAL
r-06776,2026-07-11T08:45:31Z,home-085,200,240,160,well_pump,Well water pump,outdoor,critical,1,ON,0.957,3.99,19.59,140.41,NORMAL
r-06777,2026-07-11T12:00:42Z,home-085,200,240,160,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.161,0.67,12.01,147.99,NORMAL
r-06778,2026-07-11T12:00:42Z,home-085,200,240,160,lighting,Lighting circuits,indoor,critical,0.5,ON,0.411,1.71,12.01,147.99,NORMAL
r-06779,2026-07-11T12:00:42Z,home-085,200,240,160,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.338,1.41,12.01,147.99,NORMAL
r-06780,2026-07-11T12:00:42Z,home-085,200,240,160,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,12.01,147.99,NORMAL
r-06781,2026-07-11T12:00:42Z,home-085,200,240,160,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,12.01,147.99,NORMAL
r-06782,2026-07-11T12:00:42Z,home-085,200,240,160,sump_pump,Sump pump,indoor,critical,0.75,ON,0.576,2.4,12.01,147.99,NORMAL
r-06783,2026-07-11T12:00:42Z,home-085,200,240,160,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,12.01,147.99,NORMAL
r-06784,2026-07-11T12:00:42Z,home-085,200,240,160,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,12.01,147.99,NORMAL
r-06785,2026-07-11T12:00:42Z,home-085,200,240,160,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,12.01,147.99,NORMAL
r-06786,2026-07-11T12:00:42Z,home-085,200,240,160,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,OFF,0,0,12.01,147.99,NORMAL
r-06787,2026-07-11T12:00:42Z,home-085,200,240,160,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,12.01,147.99,NORMAL
r-06788,2026-07-11T12:00:42Z,home-085,200,240,160,ev_charger,EV charger (Level 2),outdoor,flexible,7.2,OFF,0,0,12.01,147.99,NORMAL
r-06789,2026-07-11T12:00:42Z,home-085,200,240,160,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.616,2.57,12.01,147.99,NORMAL
r-06790,2026-07-11T12:00:42Z,home-085,200,240,160,well_pump,Well water pump,outdoor,critical,1,ON,0.78,3.25,12.01,147.99,NORMAL
r-06791,2026-07-11T17:30:09Z,home-085,200,240,160,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.129,0.54,39.17,120.83,NORMAL
r-06792,2026-07-11T17:30:09Z,home-085,200,240,160,lighting,Lighting circuits,indoor,critical,0.5,ON,0.357,1.49,39.17,120.83,NORMAL
r-06793,2026-07-11T17:30:09Z,home-085,200,240,160,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.573,2.39,39.17,120.83,NORMAL
r-06794,2026-07-11T17:30:09Z,home-085,200,240,160,space_heater,Plug-in space heater,indoor,comfort,1.5,ON,0.919,3.83,39.17,120.83,NORMAL
r-06795,2026-07-11T17:30:09Z,home-085,200,240,160,microwave,Microwave,indoor,user_driven,1.2,ON,1.033,4.3,39.17,120.83,NORMAL
r-06796,2026-07-11T17:30:09Z,home-085,200,240,160,sump_pump,Sump pump,indoor,critical,0.75,ON,0.455,1.9,39.17,120.83,NORMAL
r-06797,2026-07-11T17:30:09Z,home-085,200,240,160,washer,Washing machine,indoor,flexible,0.7,ON,0.448,1.87,39.17,120.83,NORMAL
r-06798,2026-07-11T17:30:09Z,home-085,200,240,160,home_battery,Home battery (charging),indoor,resource,5,ON,-3.401,14.17,39.17,120.83,NORMAL
r-06799,2026-07-11T17:30:09Z,home-085,200,240,160,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,39.17,120.83,NORMAL
r-06800,2026-07-11T17:30:09Z,home-085,200,240,160,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,3.415,14.23,39.17,120.83,NORMAL
r-06801,2026-07-11T17:30:09Z,home-085,200,240,160,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,39.17,120.83,NORMAL
r-06802,2026-07-11T17:30:09Z,home-085,200,240,160,ev_charger,EV charger (Level 2),outdoor,flexible,7.2,ON,4.601,19.17,39.17,120.83,NORMAL
r-06803,2026-07-11T17:30:09Z,home-085,200,240,160,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,39.17,120.83,NORMAL
r-06804,2026-07-11T17:30:09Z,home-085,200,240,160,well_pump,Well water pump,outdoor,critical,1,ON,0.873,3.64,39.17,120.83,NORMAL
r-06805,2026-07-11T19:45:25Z,home-085,200,240,160,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.119,0.5,28.93,131.07,NORMAL
r-06806,2026-07-11T19:45:25Z,home-085,200,240,160,lighting,Lighting circuits,indoor,critical,0.5,ON,0.453,1.89,28.93,131.07,NORMAL
r-06807,2026-07-11T19:45:25Z,home-085,200,240,160,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.489,2.04,28.93,131.07,NORMAL
r-06808,2026-07-11T19:45:25Z,home-085,200,240,160,space_heater,Plug-in space heater,indoor,comfort,1.5,ON,0.964,4.02,28.93,131.07,NORMAL
r-06809,2026-07-11T19:45:25Z,home-085,200,240,160,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,28.93,131.07,NORMAL
r-06810,2026-07-11T19:45:25Z,home-085,200,240,160,sump_pump,Sump pump,indoor,critical,0.75,ON,0.559,2.33,28.93,131.07,NORMAL
r-06811,2026-07-11T19:45:25Z,home-085,200,240,160,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,28.93,131.07,NORMAL
r-06812,2026-07-11T19:45:25Z,home-085,200,240,160,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,28.93,131.07,NORMAL
r-06813,2026-07-11T19:45:25Z,home-085,200,240,160,dishwasher,Dishwasher,indoor,flexible,1.2,ON,0.832,3.47,28.93,131.07,NORMAL
r-06814,2026-07-11T19:45:25Z,home-085,200,240,160,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.528,10.53,28.93,131.07,NORMAL
r-06815,2026-07-11T19:45:25Z,home-085,200,240,160,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.248,1.03,28.93,131.07,NORMAL
r-06816,2026-07-11T19:45:25Z,home-085,200,240,160,ev_charger,EV charger (Level 2),outdoor,flexible,7.2,OFF,0,0,28.93,131.07,NORMAL
r-06817,2026-07-11T19:45:25Z,home-085,200,240,160,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,28.93,131.07,NORMAL
r-06818,2026-07-11T19:45:25Z,home-085,200,240,160,well_pump,Well water pump,outdoor,critical,1,ON,0.752,3.13,28.93,131.07,NORMAL
r-06819,2026-07-11T22:10:56Z,home-085,200,240,160,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.113,0.47,65.17,94.83,NORMAL
r-06820,2026-07-11T22:10:56Z,home-085,200,240,160,lighting,Lighting circuits,indoor,critical,0.5,ON,0.39,1.62,65.17,94.83,NORMAL
r-06821,2026-07-11T22:10:56Z,home-085,200,240,160,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.488,2.03,65.17,94.83,NORMAL
r-06822,2026-07-11T22:10:56Z,home-085,200,240,160,space_heater,Plug-in space heater,indoor,comfort,1.5,ON,1.383,5.76,65.17,94.83,NORMAL
r-06823,2026-07-11T22:10:56Z,home-085,200,240,160,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,65.17,94.83,NORMAL
r-06824,2026-07-11T22:10:56Z,home-085,200,240,160,sump_pump,Sump pump,indoor,critical,0.75,ON,0.738,3.08,65.17,94.83,NORMAL
r-06825,2026-07-11T22:10:56Z,home-085,200,240,160,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,65.17,94.83,NORMAL
r-06826,2026-07-11T22:10:56Z,home-085,200,240,160,home_battery,Home battery (charging),indoor,resource,5,ON,4.427,18.45,65.17,94.83,NORMAL
r-06827,2026-07-11T22:10:56Z,home-085,200,240,160,dishwasher,Dishwasher,indoor,flexible,1.2,ON,0.76,3.17,65.17,94.83,NORMAL
r-06828,2026-07-11T22:10:56Z,home-085,200,240,160,heat_pump,Heat pump HVAC,outdoor,comfort,3.5,ON,2.264,9.43,65.17,94.83,NORMAL
r-06829,2026-07-11T22:10:56Z,home-085,200,240,160,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.215,0.9,65.17,94.83,NORMAL
r-06830,2026-07-11T22:10:56Z,home-085,200,240,160,ev_charger,EV charger (Level 2),outdoor,flexible,7.2,ON,3.991,16.63,65.17,94.83,NORMAL
r-06831,2026-07-11T22:10:56Z,home-085,200,240,160,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,65.17,94.83,NORMAL
r-06832,2026-07-11T22:10:56Z,home-085,200,240,160,well_pump,Well water pump,outdoor,critical,1,ON,0.873,3.64,65.17,94.83,NORMAL
r-06833,2026-07-11T00:15:13Z,home-086,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.157,0.65,3.95,76.05,NORMAL
r-06834,2026-07-11T00:15:13Z,home-086,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.298,1.24,3.95,76.05,NORMAL
r-06835,2026-07-11T00:15:13Z,home-086,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.405,1.69,3.95,76.05,NORMAL
r-06836,2026-07-11T00:15:13Z,home-086,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,3.95,76.05,NORMAL
r-06837,2026-07-11T00:15:13Z,home-086,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,3.95,76.05,NORMAL
r-06838,2026-07-11T00:15:13Z,home-086,100,240,80,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,3.95,76.05,NORMAL
r-06839,2026-07-11T00:15:13Z,home-086,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.088,0.37,3.95,76.05,NORMAL
r-06840,2026-07-11T00:15:13Z,home-086,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,OFF,0,0,3.95,76.05,NORMAL
r-06841,2026-07-11T00:15:13Z,home-086,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,3.95,76.05,NORMAL
r-06842,2026-07-11T00:15:13Z,home-086,100,240,80,dryer,Electric dryer,indoor,deferable,5,OFF,0,0,3.95,76.05,NORMAL
r-06843,2026-07-11T00:15:13Z,home-086,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,3.95,76.05,NORMAL
r-06844,2026-07-11T06:30:20Z,home-086,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.128,0.53,12.74,67.26,NORMAL
r-06845,2026-07-11T06:30:20Z,home-086,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.286,1.19,12.74,67.26,NORMAL
r-06846,2026-07-11T06:30:20Z,home-086,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.463,1.93,12.74,67.26,NORMAL
r-06847,2026-07-11T06:30:20Z,home-086,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.236,0.98,12.74,67.26,NORMAL
r-06848,2026-07-11T06:30:20Z,home-086,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,12.74,67.26,NORMAL
r-06849,2026-07-11T06:30:20Z,home-086,100,240,80,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,12.74,67.26,NORMAL
r-06850,2026-07-11T06:30:20Z,home-086,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.123,0.51,12.74,67.26,NORMAL
r-06851,2026-07-11T06:30:20Z,home-086,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,0.985,4.1,12.74,67.26,NORMAL
r-06852,2026-07-11T06:30:20Z,home-086,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,ON,0.837,3.49,12.74,67.26,NORMAL
r-06853,2026-07-11T06:30:20Z,home-086,100,240,80,dryer,Electric dryer,indoor,deferable,5,OFF,0,0,12.74,67.26,NORMAL
r-06854,2026-07-11T06:30:20Z,home-086,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,12.74,67.26,NORMAL
r-06855,2026-07-11T08:45:00Z,home-086,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.192,0.8,15.5,64.5,NORMAL
r-06856,2026-07-11T08:45:00Z,home-086,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.339,1.41,15.5,64.5,NORMAL
r-06857,2026-07-11T08:45:00Z,home-086,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.557,2.32,15.5,64.5,NORMAL
r-06858,2026-07-11T08:45:00Z,home-086,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.334,1.39,15.5,64.5,NORMAL
r-06859,2026-07-11T08:45:00Z,home-086,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,15.5,64.5,NORMAL
r-06860,2026-07-11T08:45:00Z,home-086,100,240,80,home_battery,Home battery (charging),indoor,resource,5,ON,2.208,9.2,15.5,64.5,NORMAL
r-06861,2026-07-11T08:45:00Z,home-086,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.089,0.37,15.5,64.5,NORMAL
r-06862,2026-07-11T08:45:00Z,home-086,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,OFF,0,0,15.5,64.5,NORMAL
r-06863,2026-07-11T08:45:00Z,home-086,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,15.5,64.5,NORMAL
r-06864,2026-07-11T08:45:00Z,home-086,100,240,80,dryer,Electric dryer,indoor,deferable,5,OFF,0,0,15.5,64.5,NORMAL
r-06865,2026-07-11T08:45:00Z,home-086,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,15.5,64.5,NORMAL
r-06866,2026-07-11T12:00:25Z,home-086,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.117,0.49,31.35,48.65,NORMAL
r-06867,2026-07-11T12:00:25Z,home-086,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.449,1.87,31.35,48.65,NORMAL
r-06868,2026-07-11T12:00:25Z,home-086,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.463,1.93,31.35,48.65,NORMAL
r-06869,2026-07-11T12:00:25Z,home-086,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.24,1,31.35,48.65,NORMAL
r-06870,2026-07-11T12:00:25Z,home-086,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,31.35,48.65,NORMAL
r-06871,2026-07-11T12:00:25Z,home-086,100,240,80,home_battery,Home battery (charging),indoor,resource,5,ON,4.529,18.87,31.35,48.65,NORMAL
r-06872,2026-07-11T12:00:25Z,home-086,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.146,0.61,31.35,48.65,NORMAL
r-06873,2026-07-11T12:00:25Z,home-086,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,0.976,4.07,31.35,48.65,NORMAL
r-06874,2026-07-11T12:00:25Z,home-086,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,31.35,48.65,NORMAL
r-06875,2026-07-11T12:00:25Z,home-086,100,240,80,dryer,Electric dryer,indoor,deferable,5,ON,4.985,20.77,31.35,48.65,NORMAL
r-06876,2026-07-11T12:00:25Z,home-086,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,ON,-4.38,18.25,31.35,48.65,NORMAL
r-06877,2026-07-11T17:30:14Z,home-086,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.125,0.52,32.51,47.49,NORMAL
r-06878,2026-07-11T17:30:14Z,home-086,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.318,1.32,32.51,47.49,NORMAL
r-06879,2026-07-11T17:30:14Z,home-086,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.574,2.39,32.51,47.49,NORMAL
r-06880,2026-07-11T17:30:14Z,home-086,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.335,1.4,32.51,47.49,NORMAL
r-06881,2026-07-11T17:30:14Z,home-086,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,32.51,47.49,NORMAL
r-06882,2026-07-11T17:30:14Z,home-086,100,240,80,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,32.51,47.49,NORMAL
r-06883,2026-07-11T17:30:14Z,home-086,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.141,0.59,32.51,47.49,NORMAL
r-06884,2026-07-11T17:30:14Z,home-086,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,1.355,5.65,32.51,47.49,NORMAL
r-06885,2026-07-11T17:30:14Z,home-086,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,ON,1.464,6.1,32.51,47.49,NORMAL
r-06886,2026-07-11T17:30:14Z,home-086,100,240,80,dryer,Electric dryer,indoor,deferable,5,ON,3.491,14.55,32.51,47.49,NORMAL
r-06887,2026-07-11T17:30:14Z,home-086,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,32.51,47.49,NORMAL
r-06888,2026-07-11T19:45:51Z,home-086,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.144,0.6,0,80,NORMAL
r-06889,2026-07-11T19:45:51Z,home-086,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.432,1.8,0,80,NORMAL
r-06890,2026-07-11T19:45:51Z,home-086,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.58,2.42,0,80,NORMAL
r-06891,2026-07-11T19:45:51Z,home-086,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,0,80,NORMAL
r-06892,2026-07-11T19:45:51Z,home-086,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.208,0.87,0,80,NORMAL
r-06893,2026-07-11T19:45:51Z,home-086,100,240,80,home_battery,Home battery (charging),indoor,resource,5,ON,-3.911,16.3,0,80,NORMAL
r-06894,2026-07-11T19:45:51Z,home-086,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.128,0.53,0,80,NORMAL
r-06895,2026-07-11T19:45:51Z,home-086,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,0.987,4.11,0,80,NORMAL
r-06896,2026-07-11T19:45:51Z,home-086,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,0,80,NORMAL
r-06897,2026-07-11T19:45:51Z,home-086,100,240,80,dryer,Electric dryer,indoor,deferable,5,OFF,0,0,0,80,NORMAL
r-06898,2026-07-11T19:45:51Z,home-086,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,0,80,NORMAL
r-06899,2026-07-11T22:10:49Z,home-086,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.176,0.73,21.59,58.41,NORMAL
r-06900,2026-07-11T22:10:49Z,home-086,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.326,1.36,21.59,58.41,NORMAL
r-06901,2026-07-11T22:10:49Z,home-086,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.401,1.67,21.59,58.41,NORMAL
r-06902,2026-07-11T22:10:49Z,home-086,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.206,0.86,21.59,58.41,NORMAL
r-06903,2026-07-11T22:10:49Z,home-086,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.283,1.18,21.59,58.41,NORMAL
r-06904,2026-07-11T22:10:49Z,home-086,100,240,80,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,21.59,58.41,NORMAL
r-06905,2026-07-11T22:10:49Z,home-086,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.132,0.55,21.59,58.41,NORMAL
r-06906,2026-07-11T22:10:49Z,home-086,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,0.878,3.66,21.59,58.41,NORMAL
r-06907,2026-07-11T22:10:49Z,home-086,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,21.59,58.41,NORMAL
r-06908,2026-07-11T22:10:49Z,home-086,100,240,80,dryer,Electric dryer,indoor,deferable,5,ON,2.78,11.58,21.59,58.41,NORMAL
r-06909,2026-07-11T22:10:49Z,home-086,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,21.59,58.41,NORMAL
r-06910,2026-07-11T00:15:41Z,home-087,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.124,0.52,15.42,64.58,NORMAL
r-06911,2026-07-11T00:15:41Z,home-087,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.389,1.62,15.42,64.58,NORMAL
r-06912,2026-07-11T00:15:41Z,home-087,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.577,2.4,15.42,64.58,NORMAL
r-06913,2026-07-11T00:15:41Z,home-087,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,15.42,64.58,NORMAL
r-06914,2026-07-11T00:15:41Z,home-087,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,15.42,64.58,NORMAL
r-06915,2026-07-11T00:15:41Z,home-087,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,15.42,64.58,NORMAL
r-06916,2026-07-11T00:15:41Z,home-087,100,240,80,home_battery,Home battery (charging),indoor,resource,5,OFF,0,0,15.42,64.58,NORMAL
r-06917,2026-07-11T00:15:41Z,home-087,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.781,3.25,15.42,64.58,NORMAL
r-06918,2026-07-11T00:15:41Z,home-087,100,240,80,sump_pump,Sump pump,indoor,critical,0.75,ON,0.676,2.82,15.42,64.58,NORMAL
r-06919,2026-07-11T00:15:41Z,home-087,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,ON,1.013,4.22,15.42,64.58,NORMAL
r-06920,2026-07-11T00:15:41Z,home-087,100,240,80,dryer,Electric dryer,indoor,deferable,5,OFF,0,0,15.42,64.58,NORMAL
r-06921,2026-07-11T00:15:41Z,home-087,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,15.42,64.58,NORMAL
r-06922,2026-07-11T00:15:41Z,home-087,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.141,0.59,15.42,64.58,NORMAL
